property_id,title,url,address,address_2,property_status,primary price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,key_features,description,property_size,epc_rating,key_info
result-13679727,3 bedroom terraced house to rent,https://www.onthemarket.com/details/13679727/,"3 bedroom house, Cantley Gardens, Ilford, Greater London, IG2 6QA","3 bedroom house, Cantley Gardens, Ilford, Greater London, IG2 6QA",3 bedroom terraced house to rent,"£2,400 pcm (£554 pw)",Eazy Property - Mayfair,"
                         118 Pall Mall
London
SW1Y 5EA
                        
                      ", 020 8033 2389,http://www.eazyproperty.co,Added yesterday,Terraced house,3 bed,1 bath,"['Three-bedroom terraced house at Gants Hill.', 'AVAILABLE for MOVE IN from 1st October 2023!!! (Subject to References).', 'Set between Gants Hill Subway station and Newbury Park Train station', 'Has rear garden and front Drive parking']","Eazy Property is extremely delighted to offer this large three-bedroom terraced house in this well-sought-after location at Gants Hill. AVAILABLE for MOVE IN from 1st October 2023!!! (Subject to References). The property benefits from a through lounge, a kitchen on the ground floor leading onto the rear spacious garden, three double bedrooms, and a bathroom on the first floor.  A beautiful garden with a manicured lawn ideal for entertaining family and friends. A separate storage room to keep the gardening equipment. A large space in front of the house gives ample parking too.Conveniently located within walking distance from Gants Hill Subway station and Newbury Park Train station, and close to the local shops, and amenities.  Also, this property is ideally located near highly reputed schools such as Newbury Park Primary School, Oaks Park Secondary School, Valentines High School, Seven Kings School, William Torbitt Primary School, Gearies Infants' School, Avanti Court Primary School, and many more.   Call us at[use Contact Agent Button] or Email us at [use Contact Agent Button] to book for viewing ASAP ",818 sq ft / 76 sq m,,"['Council tax:\xa0', 'Band D', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *']"
result-12521327,1 bedroom in a house share to rent,https://www.onthemarket.com/details/12521327/,"Elm Grove, London NW2","Elm Grove, London NW2",1 bedroom in a house share to rent,£975 pcm (£225 pw),AA Property Services UK - London,"
                         392 Finchley Road
London
NW2 2HR
                        
                      ", 020 8033 9683,http://www.aapropertyuk.com/,Added yesterday,House share,1 bed,1 bath,,"Nice double bedroom located in a lovely house, shared bathroom and kitchen, good sized back garden.
The house is located in Cricklewood with very good transport links to get to central London. 
Very close to banks, shops café and restaurants. All bills are shared between the occupiers

","1,528 sq ft / 142 sq m",EPC rating: D*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13678997,2 bedroom apartment to rent,https://www.onthemarket.com/details/13678997/,"Holst House, Du Cane Road, London, W12","Holst House, Du Cane Road, London, W12",2 bedroom apartment to rent,"£2,166 pcm (£500 pw)",Winkworth - Shepherds Bush,"
                         97 Uxbridge Road
London
W12 8NL
                        
                      ", 020 8022 6784,http://www.winkworth.co.uk,Added yesterday,Apartment,2 bed,1 bath,,"Located on the second floor this well presented and stylish property offers two double bedrooms, one bathroom, a light and spacious open plan kitchen/reception room with doors leading out to a balcony.Holst House is a modern private development with communal garden area located on Du Cane road on the boarders of Ladbroke Grove with Shepherds Bush.The flat is ideally located within minutes’ walk to the popular television centre where you have access to a variety of restaurants and bars. N.B. Please note that properties in this development do not have the right to a resident parking permit from the borough of Hammersmith and Fulham It enjoys excellent communication links: Central line (White City) 10 mins, Hammersmith & City / Circle (Wood Lane) 13 mins. Westfield Shopping Centre 5 min bus ride (Time source: Source CityMapper).As well as paying rent, as agreed (usually monthly in advance), you will also have to pay the following:Before the tenancy starts:Deposit (equivalent to five weeks).Stamp Duty (on tenancies that amount to over £125,000)During the tenancy:Utilities - gas, electricity, water and telephone (unless stated it is not included in the rent)Council TaxTelevision licenceInstallation of cable/satellite (if permitted and applicable)Subscription to cable/satellite supplierInsurance (for your personal and own contents)Garden maintenance (if applicable)At the end of the tenancy:Professional cleaning of the property",640 sq ft / 60 sq m,EPC rating: B*,"['Council tax:\xa0', 'Band D', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13621999,1 bedroom flat to rent,https://www.onthemarket.com/details/13621999/,"Butchers Road, London E16","Butchers Road, London E16",1 bedroom flat to rent,"£1,995 pcm (£460 pw)",RE/MAX Star - Ilford,"
                         334 Ilford Lane
Ilford, Essex
IG1 2LT
                        
                      ", 020 3641 6736,"http://www.remax.co.uk/branch/homepage~bid=15,page=1",Added yesterday,Flat,1 bed,1 bath,"['balcony', 'hard flooring']","Discover your new home at REMAX Star! We're thrilled to introduce this charming, roomy one-bedroom apartment in Canning Town's heart. Positioned just a mere 0.7 miles from the train station, with convenient access to the A13, Canary Wharf, and central London, this property offers the ideal blend of convenience and comfort.Key Features:1 Double bedroomFloor-to-ceiling windowsFully fitted kitchenOpen plan spacious living roomFamily bathroomPrivate balconyThis apartment is a cosy haven in the heart of Canning Town, ideal for professional couples or singles. Don't miss out on the opportunity to make it yours!For viewings or any additional information, please don't hesitate to reach out to REMAX. Your future home awaits; call us now!",559 sq ft / 52 sq m,EPC rating: B*,"['Council tax:\xa0', 'Band B', 'Broadband:\xa0', 'Ultra-fast 941Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-12353708,3 bedroom semi-detached house to rent,https://www.onthemarket.com/details/12353708/,"Mayfly Close, Eastcote HA5","Mayfly Close, Eastcote HA5",3 bedroom semi-detached house to rent,"£2,400 pcm (£554 pw)",GG Housing Management Services - Harrow,"
                         5 Alexandra Parade
Northolt Road, South Harrow
HA2 8HE
                        
                      ", 020 8128 4648,http://www.gghomes.rent,Added yesterday,Semi-detached house,3 bed,2 bath,,"GG Homes is delighted to present this spacious 3-bedroom, 2-bathroom house in Pinner. This property offers 3 bedrooms, a large living room, a fully tiled bathroom, a modern fitted kitchen, and a private garden. The property is in close proximity to supermarkets, restaurants, shops, primary schools, secondary schools and other amenities. The property is also within walking distance of transport facilities and bus routes. This property will be available from the third week of October. ",753 sq ft / 70 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13674877,3 bedroom apartment to rent,https://www.onthemarket.com/details/13674877/,"3 bedroom flat, High Road Leytonstone, London, Greater London, E11 3HS","3 bedroom flat, High Road Leytonstone, London, Greater London, E11 3HS",3 bedroom apartment to rent,"£1,800 pcm (£415 pw)",Eazy Property - Mayfair,"
                         118 Pall Mall
London
SW1Y 5EA
                        
                      ", 020 8033 2389,http://www.eazyproperty.co,Recently added,Apartment,3 bed,1 bath,"['3-bedroom first-floor flat for Let at Leyton.', 'Short walk from Leyton Train Station.', 'Available for immediate move-in.', 'The rent includes Electricity and water bills.']",Eazy Property proudly presents this 3-bedroom first-floor flat for Let at Leyton.Just a short walk from Leyton Train Station. The property is available for immediate move-in.The rent includes Electricity and water bills.Call us at[use Contact Agent Button] or Email us [use Contact Agent Button] to book for viewing ASAP,,,['Council tax:\xa0']
result-8737914,4 bedroom terraced house to rent,https://www.onthemarket.com/details/8737914/,Brockley SE4,Brockley SE4,4 bedroom terraced house to rent,"£3,100 pcm (£715 pw)",Omega Property Services - London,"
                         20 Sydenham Road
London
SE26 5QW
                        
                      ", 020 8128 9834,http://www.omegaproperty.co.uk/,Recently added,Terraced house,4 bed,1 bath,,In good condition and clean house Spacious rooms that are well-keptA Victorian house next to Brockley train stationSuitable for families and student sharers,"1,216 sq ft / 113 sq m",EPC rating: D*,"['Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 69Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-11462312,Studio to rent,https://www.onthemarket.com/details/11462312/,"Green Lane, Ilford IG1","Green Lane, Ilford IG1",Studio to rent,£800 pcm (£185 pw),Citispace,"
                         Suite 203 133 High Street
Barkingside, Ilford
IG6 2AJ
                        
                      ", 020 3641 1140,https://citispace.net/,Recently added,Studio,0 bed,1 bath,,"Ground Floor Studio Flat TO LETBedroom & KitchenetteBathroomElectric OnlyVery CleanCouncil tax and water rates included in the price. Very Close to Shops & Public TransportRent = £800.00 per monthWould suit Single, Full Time Working PersonAll tenants to pay 5 week deposit",,,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13668670,3 bedroom detached bungalow to rent,https://www.onthemarket.com/details/13668670/,"Alandale Drive, Pinner HA5","Alandale Drive, Pinner HA5",3 bedroom detached bungalow to rent,"£2,600 pcm (£600 pw)",GG Housing Management Services - Harrow,"
                         5 Alexandra Parade
Northolt Road, South Harrow
HA2 8HE
                        
                      ", 020 8128 4648,http://www.gghomes.rent,Recently added,Detached bungalow,3 bed,2 bath,,"GG Homes is delighted to present this three-bedroom, 2-bathroom bungalow house in Pinner. The property consists of three double bedrooms, a modern fitted kitchen, a spacious family bathroom, a WC and two large living rooms. To the rear aspect is a large reception room which is flooded with natural light. The property also benefits from a private driveway, a rear garage, one drive-in garage, double-glazed windows and a large private garden. The property is within walking distance of local supermarkets, shops, schools and other amenities. The property is also in close proximity to transport facilities and bus routes. This property is available from 10th September 2023.",,,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683786,1 bedroom apartment to rent,https://www.onthemarket.com/details/13683786/,"Orsett Terrace, London W2","Orsett Terrace, London W2",1 bedroom apartment to rent,"£2,000 pcm (£462 pw)",Cavendish Rowe - London,"
                         32 Craven Road
Paddington
W2 3QA
                        
                      ", 020 8022 6864,http://www.cavendishrowe.com,Added today,Apartment,1 bed,1 bath,,"NEW INSTRUCTION! SOLE AGENT! This one double bedroom ground floor flat is set quietly to the rear of a white stucco-fronted period building in popular Orsett Terrace. Spacious bedroom with fitted wardrobes, open plan reception/kitchen, and bathroom which leads from the small hallway.  Boasting a resident caretaker onsite. Orsett Terrace is ideally located close to Bayswater, Queensway and Paddington with an abundance of amenities within easy reach including shops, bars and cafes, restaurants, and nearby trendy, cosmopolitan Notting Hill.  Currently being redecorated throughout with new soft furnishings and carpet on order this apartment should be available from circa 23rd of September 2023. ",538 sq ft / 50 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 900Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
